Sample,Study,Disease/Tissue,TNF,MS4A1,EGFR,VEGFA,ERBB2,CTLA4,PDCD1,IL6,TNFSF11,PCSK9
GTEX-13O3Q-0626-SM-5IJG1,GTEX,Thyroid,4.953,6.188,11.06,14.87,12.96,5.086,6.568,6.148,1.584,1.999
TCGA-S7-A7WV-01,TCGA,Pheochromocytoma & Paraganglioma,1.77,6.583,9.445,14.15,10.2,5.499,7.736,14.01,3.517,1.383
TCGA-13-1509-01,TCGA,Ovarian Serous Cystadenocarcinoma,8.655,5.454,10.86,12.89,12.25,5.183,5.212,6.557,3.325,7.851
TCGA-E8-A417-01,TCGA,Thyroid Carcinoma,4.607,6.629,12.16,13.21,12.95,5.911,7.02,2.164,0.5824,0.5824
GTEX-YF7O-0008-SM-4W1ZS,GTEX,Cells,1.898,2.213,12.4,12.98,10.44,0.9329,0.9329,7.514,0.0,4.118
TCGA-FR-A729-06,TCGA,Skin Cutaneous Melanoma,6.161,10.14,7.136,12.4,11.02,8.006,9.856,6.024,6.773,1.967
GTEX-11EI6-0426-SM-5EQ43,GTEX,Nerve,0.0,4.544,11.73,12.9,13.28,4.32,3.955,10.4,1.692,7.479
TARGET-50-PAJNCC-01,TARGET,Wilms Tumor,3.532,2.42,6.558,11.34,12.62,1.518,4.341,2.721,0.6973,3.08
TCGA-49-6742-01,TCGA,Lung Adenocarcinoma,1.743,4.305,11.22,11.28,13.44,3.531,4.923,7.419,7.316,11.12
GTEX-132Q8-1826-SM-5EGIY,GTEX,Esophagus,0.0,5.07,12.5,12.33,13.56,5.502,5.696,5.583,1.851,9.628
TCGA-56-8201-11,TCGA,Lung Squamous Cell Carcinoma,7.878,5.715,12.6,13.51,12.95,7.972,6.211,12.99,2.247,11.28
GTEX-13FTW-0126-SM-5IJED,GTEX,Adrenal Gland,4.817,3.624,12.38,11.41,9.567,1.707,3.624,6.701,1.093,3.975
GTEX-WFON-0326-SM-3GIKX,GTEX,Heart,3.674,3.062,10.12,13.45,11.72,1.305,6.431,3.062,1.305,2.436
TCGA-66-2789-01,TCGA,Lung Squamous Cell Carcinoma,6.515,8.253,13.25,12.54,12.02,4.796,4.525,7.267,6.964,7.108
TCGA-GD-A2C5-01,TCGA,Bladder Urothelial Carcinoma,4.19,3.453,9.151,12.03,14.04,4.023,2.933,5.322,3.963,6.698
GTEX-13RTJ-3126-SM-5S2Q4,GTEX,Brain,0.0,1.531,9.586,11.61,9.252,2.738,0.0,1.531,0.0,10.58
TCGA-BP-4164-01,TCGA,Kidney Clear Cell Carcinoma,1.87,2.847,13.78,17.06,12.52,5.442,6.036,3.644,2.44,1.47
GTEX-111YS-0008-SM-5Q5BH,GTEX,Cells,1.173,3.092,12.81,14.26,11.23,2.863,0.0,8.665,2.863,7.515
TCGA-22-5471-11,TCGA,Lung Squamous Cell Carcinoma,6.838,3.818,12.28,12.68,12.95,4.414,4.064,10.05,3.148,10.99
TCGA-A5-A2K3-01,TCGA,Uterine Corpus Endometrioid Carcinoma,6.877,9.377,9.667,11.9,12.25,9.686,11.65,7.944,6.809,10.54
TCGA-MP-A4T6-01,TCGA,Lung Adenocarcinoma,6.216,9.408,13.17,13.52,14.52,7.441,6.966,4.755,2.664,5.427
TCGA-CV-7425-11,TCGA,Head & Neck Squamous Cell Carcinoma,6.9,5.964,12.48,10.53,13.43,7.227,7.323,6.063,3.409,9.874
TCGA-AR-A0TW-01,TCGA,Breast Invasive Carcinoma,2.491,6.177,7.332,10.76,13.66,7.049,6.883,3.494,3.121,1.345
GTEX-VUSG-1426-SM-3GIJN,GTEX,Adipose,3.861,3.72,12.26,13.76,9.17,3.564,4.108,8.049,0.0,2.957
TCGA-LN-A49K-01,TCGA,Esophageal Carcinoma,6.591,7.863,14.51,12.3,12.22,7.456,6.666,9.994,4.93,11.85
TARGET-10-PAPJXI-09,TARGET,Acute Lymphoblastic Leukemia,12.24,10.61,3.014,8.412,8.272,5.659,3.014,4.873,0.0,0.0
TCGA-EW-A1J1-01,TCGA,Breast Invasive Carcinoma,5.703,7.294,7.382,12.87,13.73,6.279,6.073,2.911,4.158,1.395
TCGA-BH-A0H9-01,TCGA,Breast Invasive Carcinoma,4.244,5.96,8.791,10.21,13.42,3.742,3.673,5.917,4.616,2.846
GTEX-ZVZP-0004-SM-51MS8,GTEX,Cells,11.66,14.66,4.254,11.8,8.751,0.0,10.11,4.973,9.211,2.1
TCGA-DY-A1DF-01,TCGA,Rectum Adenocarcinoma,0.9851,1.565,10.99,12.56,13.44,2.974,1.565,3.879,4.556,9.462
TCGA-28-2509-01,TCGA,Glioblastoma Multiforme,4.552,1.381,12.01,14.66,11.88,3.612,4.601,7.812,0.8497,1.768
TCGA-QH-A65Z-01,TCGA,Brain Lower Grade Glioma,4.735,1.254,12.67,10.31,10.23,1.915,2.548,2.699,0.0,2.366
GTEX-N7MS-0011-R3a-SM-5SI8H,GTEX,Brain,1.116,2.773,8.531,10.08,7.807,3.908,1.116,3.524,2.171,4.016
GTEX-OHPM-0008-SM-4E3IP,GTEX,Cells,2.541,0.0,12.29,12.1,11.78,0.9736,1.96,7.204,0.0,5.702
GTEX-QDT8-3026-SM-32PKB,GTEX,Brain,1.453,0.0,10.06,9.757,9.58,5.228,0.0,0.0,0.0,10.33
TCGA-CJ-4874-01,TCGA,Kidney Clear Cell Carcinoma,2.788,4.786,13.47,15.59,12.05,5.065,7.52,3.213,4.875,0.0
TCGA-CH-5740-01,TCGA,Prostate Adenocarcinoma,4.272,7.391,11.66,11.42,12.21,5.503,4.535,3.333,1.961,3.123
GTEX-WWYW-0426-SM-3NB31,GTEX,Artery,2.758,1.547,12.0,14.22,12.54,1.547,2.95,11.17,0.9716,1.547
TCGA-MP-A4TA-01,TCGA,Lung Adenocarcinoma,4.691,5.964,11.14,12.36,13.38,7.268,7.522,7.695,4.345,9.889
TCGA-13-0799-01,TCGA,Ovarian Serous Cystadenocarcinoma,8.466,0.0,10.42,13.88,12.42,4.914,4.492,4.844,4.637,5.901
TCGA-E6-A2P9-01,TCGA,Uterine Corpus Endometrioid Carcinoma,3.528,6.542,11.37,12.73,13.32,6.469,7.545,2.333,6.274,6.034
TCGA-KN-8427-11,TCGA,Kidney Chromophobe,3.012,3.728,11.74,11.47,13.98,2.628,4.824,9.217,1.528,4.8
TCGA-P4-AAVL-01,TCGA,Kidney Papillary Cell Carcinoma,3.773,0.0,11.13,12.64,14.21,3.773,5.485,5.76,0.0,2.156
GTEX-Q2AH-1926-SM-2S1PN,GTEX,Nerve,1.299,5.389,12.17,11.7,12.82,4.518,3.665,6.669,0.0,5.284
TCGA-BH-A0W5-01,TCGA,Breast Invasive Carcinoma,7.245,12.37,10.63,10.6,13.01,7.328,7.681,4.279,5.108,5.631
TCGA-YR-A95A-01,TCGA,Cholangiocarcinoma,3.318,2.456,11.48,14.71,13.69,4.374,4.849,6.445,6.776,7.745
TCGA-J9-A52C-01,TCGA,Prostate Adenocarcinoma,3.496,3.996,11.71,12.9,12.99,6.074,6.685,8.521,3.371,2.244
GTEX-NPJ8-0011-R3a-SM-2HMIW,GTEX,Brain,3.257,1.651,10.19,9.945,10.42,4.262,2.891,5.453,1.651,3.086
GTEX-13IVO-0226-SM-5LZXU,GTEX,Adipose,1.889,1.889,12.8,14.28,10.35,2.519,4.662,7.571,0.0,1.234
GTEX-13CF2-0006-SM-5O99L,GTEX,Whole Blood,9.976,12.96,4.055,13.85,9.54,8.125,10.17,7.208,0.0,2.858
TCGA-AQ-A0Y5-01,TCGA,Breast Invasive Carcinoma,1.817,0.0,10.11,13.49,17.95,4.748,2.259,5.74,7.923,2.596
TCGA-WW-A8ZI-01,TCGA,Prostate Adenocarcinoma,1.607,3.615,11.11,12.7,14.18,4.732,4.938,3.796,0.0,3.937
TCGA-AR-A24K-01,TCGA,Breast Invasive Carcinoma,6.63,1.084,8.318,12.33,13.71,2.84,1.926,2.299,5.445,4.742
GTEX-11ZVC-2926-SM-5986H,GTEX,Artery,1.345,3.357,12.18,13.09,12.46,4.592,3.357,4.92,0.0,4.036
TCGA-CV-A6JU-01,TCGA,Head & Neck Squamous Cell Carcinoma,5.63,2.611,11.33,10.41,13.07,6.0,4.904,5.76,4.73,8.725
TCGA-14-1825-01,TCGA,Glioblastoma Multiforme,4.067,0.0,12.98,13.28,9.367,0.0,4.411,3.859,1.702,1.702
GTEX-NPJ8-0126-SM-2YUNR,GTEX,Skin,3.816,0.0,13.03,13.42,13.54,2.641,2.641,6.313,0.0,4.897
GTEX-13N11-1026-SM-5K7XQ,GTEX,Thyroid,1.889,3.988,11.85,15.38,12.69,3.718,6.235,4.106,1.889,1.234
TCGA-KL-8326-01,TCGA,Kidney Chromophobe,0.0,1.341,10.12,14.04,14.04,0.8208,0.0,2.023,1.341,2.023
TCGA-B8-4622-11,TCGA,Kidney Clear Cell Carcinoma,4.174,8.172,11.51,11.33,12.7,4.838,6.146,4.174,4.466,3.054
TCGA-C5-A2LS-01,TCGA,Cervical & Endocervical Cancer,5.323,4.312,9.689,11.46,13.73,3.996,3.241,5.847,7.49,10.59
GTEX-WFJO-2026-SM-4LVM3,GTEX,Minor Salivary Gland,3.544,4.088,12.81,12.1,13.61,4.298,5.899,5.764,3.701,6.19
GTEX-1192X-0226-SM-5H12D,GTEX,Skin,5.473,1.69,13.6,11.66,13.42,3.137,3.137,3.271,2.715,7.791
GTEX-13OVH-0011-R4a-SM-5KM3W,GTEX,Brain,1.835,3.494,10.59,12.31,9.951,1.835,1.835,6.238,0.0,4.429
GTEX-13O21-0626-SM-5IJDI,GTEX,Esophagus,6.043,1.847,12.67,12.68,12.87,4.529,4.052,4.262,1.201,7.938
TCGA-DY-A1DE-01,TCGA,Rectum Adenocarcinoma,3.46,4.679,11.04,13.57,12.22,6.496,5.411,5.411,5.487,12.25
GTEX-1399S-0006-SM-5NQ7U,GTEX,Whole Blood,7.299,10.19,5.214,8.393,6.979,6.865,7.667,1.769,3.949,8.646
TCGA-BA-A6DA-01,TCGA,Head & Neck Squamous Cell Carcinoma,6.575,4.571,12.21,14.16,11.84,6.046,6.115,6.525,2.089,9.944
TCGA-KO-8406-01,TCGA,Kidney Chromophobe,1.536,4.127,13.35,13.16,13.22,1.536,1.821,0.7078,0.7078,4.883
GTEX-XMK1-2026-SM-4B65K,GTEX,Testis,0.0,7.383,10.17,10.17,11.23,6.226,3.872,4.345,6.658,6.722
TCGA-BP-4964-01,TCGA,Kidney Clear Cell Carcinoma,4.678,5.199,14.01,16.98,12.01,5.432,6.686,5.939,4.805,4.921
GTEX-14BMV-2226-SM-5RQHX,GTEX,Stomach,3.031,9.647,11.6,12.66,11.96,6.294,5.937,7.506,1.952,8.954
GTEX-145MF-0426-SM-5LU9T,GTEX,Artery,0.0,2.292,12.23,12.55,12.7,2.906,1.201,4.161,3.335,3.51
TCGA-A3-3335-01,TCGA,Kidney Clear Cell Carcinoma,5.453,8.358,15.12,16.12,10.11,6.22,5.506,7.932,0.0,3.524
GTEX-ZE9C-1426-SM-4WKGM,GTEX,Kidney,7.185,6.807,10.58,12.59,13.4,6.547,6.137,6.922,2.761,3.511
TCGA-S9-A7IY-01,TCGA,Brain Lower Grade Glioma,7.278,2.952,13.22,10.54,10.21,3.77,3.36,3.938,0.0,2.128
TCGA-BH-A0HY-01,TCGA,Breast Invasive Carcinoma,2.59,4.006,8.929,12.5,18.0,4.061,3.093,2.733,4.354,4.774
GTEX-OHPM-2126-SM-3LK75,GTEX,Testis,2.86,6.809,10.35,9.306,11.4,6.418,3.757,5.013,6.19,6.495
GTEX-132QS-0826-SM-5K7WV,GTEX,Adipose,5.954,2.803,11.94,14.41,9.703,5.057,5.057,11.64,1.135,4.569
TCGA-VQ-A8P8-01,TCGA,Stomach Adenocarcinoma,4.973,11.64,12.09,11.19,13.05,6.259,5.969,5.748,6.32,8.834
TCGA-BH-A1FB-11,TCGA,Breast Invasive Carcinoma,6.962,6.935,12.45,11.42,13.55,4.38,4.885,7.297,4.076,3.933
TCGA-68-7757-01,TCGA,Lung Squamous Cell Carcinoma,7.297,5.219,12.48,12.44,13.1,6.306,5.31,7.37,6.067,6.215
TCGA-GU-AATO-01,TCGA,Bladder Urothelial Carcinoma,6.719,6.338,8.851,10.28,15.51,6.835,5.82,4.391,4.845,5.432
GTEX-13IVO-0426-SM-5LZY7,GTEX,Nerve,1.226,3.175,11.75,12.59,13.54,1.226,3.375,4.928,0.0,4.303
TCGA-A2-A0EU-01,TCGA,Breast Invasive Carcinoma,7.864,4.791,8.993,11.79,13.21,4.247,1.8,7.036,4.854,6.006
GTEX-QLQ7-1826-SM-2S1R5,GTEX,Nerve,0.0,3.115,12.79,11.78,13.13,4.333,4.505,7.196,1.187,6.759
TCGA-T3-A92M-01,TCGA,Head & Neck Squamous Cell Carcinoma,6.925,6.762,13.16,10.55,11.56,7.806,6.679,3.804,6.169,11.42
K-562-SM-5QGOR,K,Cells,4.472,1.123,2.513,13.59,8.579,1.746,7.141,4.685,0.0,12.4
TCGA-EM-A2P2-01,TCGA,Thyroid Carcinoma,1.834,9.794,11.29,13.77,13.3,2.352,2.732,7.29,3.79,0.0
TCGA-DX-AB36-01,TCGA,Sarcoma,2.24,1.517,12.92,10.67,11.57,2.5,4.759,1.517,3.23,4.9
GTEX-11ONC-2926-SM-5P9JM,GTEX,Brain,3.081,3.081,10.81,12.1,10.18,3.993,3.081,6.064,0.0,3.608
TARGET-50-PAJNAV-01,TARGET,Wilms Tumor,2.09,0.7238,5.301,14.35,13.02,3.339,7.781,1.85,0.0,1.85
TCGA-55-8091-01,TCGA,Lung Adenocarcinoma,6.335,4.221,13.02,12.64,12.58,7.056,6.415,9.0,5.102,4.537
TCGA-P5-A781-01,TCGA,Brain Lower Grade Glioma,4.858,1.263,13.73,9.818,9.919,3.523,1.263,2.722,0.7654,5.278
GTEX-NPJ8-1726-SM-2YUNB,GTEX,Nerve,1.055,1.055,11.54,11.51,12.84,2.675,2.409,7.009,0.0,5.275
TCGA-CV-7178-01,TCGA,Head & Neck Squamous Cell Carcinoma,5.751,3.971,13.96,13.1,11.7,7.024,6.837,8.627,6.873,5.619
GTEX-11NUK-1726-SM-5A5L2,GTEX,Esophagus,3.811,4.534,12.74,12.31,11.91,2.911,0.0,5.899,0.0,3.515
TCGA-92-8065-01,TCGA,Lung Squamous Cell Carcinoma,5.319,7.847,12.25,12.28,12.18,7.648,7.078,6.035,8.028,10.14
TCGA-60-2726-01,TCGA,Lung Squamous Cell Carcinoma,5.766,9.191,12.3,12.35,12.3,7.391,8.017,5.986,4.855,11.9
TCGA-A4-8310-01,TCGA,Kidney Papillary Cell Carcinoma,2.144,1.438,12.53,9.513,12.69,2.97,5.708,1.834,2.615,0.0
TCGA-3E-AAAY-01,TCGA,Pancreatic Adenocarcinoma,5.377,7.71,11.05,13.17,13.24,7.618,6.655,8.055,7.057,8.56
TCGA-QR-A70Q-01,TCGA,Pheochromocytoma & Paraganglioma,3.316,1.481,6.472,13.21,9.034,3.03,0.0,5.866,1.481,1.481
TCGA-55-6972-11,TCGA,Lung Adenocarcinoma,6.072,5.472,12.22,13.52,12.54,6.476,5.788,9.092,0.0,10.3
GTEX-RNOR-2226-SM-2TF5O,GTEX,Brain,2.117,1.079,10.6,11.15,9.471,2.94,1.079,2.714,0.0,10.7
TCGA-BT-A3PK-01,TCGA,Bladder Urothelial Carcinoma,7.387,3.158,12.42,14.36,17.04,6.752,5.734,9.188,6.158,8.304
TCGA-DX-AB35-01,TCGA,Sarcoma,4.177,0.0,10.28,12.51,11.39,4.1,4.572,4.897,1.536,11.08
TCGA-FY-A3I4-01,TCGA,Thyroid Carcinoma,3.633,3.896,13.24,13.94,13.96,5.675,6.311,9.076,5.744,5.661
GTEX-PSDG-1326-SM-48TD2,GTEX,Esophagus,3.175,8.425,12.72,13.01,13.45,6.606,6.028,5.804,3.175,9.253
TCGA-CJ-6030-11,TCGA,Kidney Clear Cell Carcinoma,4.481,6.188,11.72,12.87,13.52,4.311,5.364,5.232,2.575,3.077
GTEX-OHPK-2526-SM-3MJH9,GTEX,Vagina,3.694,5.159,13.3,11.49,13.05,6.987,6.858,2.089,1.06,9.952
GTEX-13RTK-0326-SM-5RQHS,GTEX,Thyroid,1.156,2.564,11.93,15.1,13.08,3.437,5.146,5.538,1.79,2.228
GTEX-WHSE-0011-R3A-SM-3P5ZM,GTEX,Brain,1.812,4.483,10.34,13.02,10.3,3.292,1.174,8.686,0.0,2.864
TCGA-LN-A49P-01,TCGA,Esophageal Carcinoma,4.813,7.716,12.96,11.96,12.08,8.809,7.695,7.133,7.093,9.173
TCGA-86-8073-01,TCGA,Lung Adenocarcinoma,6.936,7.274,11.84,12.44,13.9,5.94,5.161,6.051,3.91,4.83
GTEX-YJ8A-1526-SM-5P9FT,GTEX,Stomach,4.748,6.855,11.25,14.96,11.68,5.721,6.543,9.262,0.0,3.858
TCGA-D8-A1XW-01,TCGA,Breast Invasive Carcinoma,5.655,4.475,11.81,15.31,12.88,5.84,4.891,3.637,3.603,4.668
TCGA-DX-A2J0-01,TCGA,Sarcoma,1.35,4.928,12.81,11.97,10.99,6.601,4.773,6.583,4.402,2.035
TCGA-AN-A0FL-01,TCGA,Breast Invasive Carcinoma,1.993,3.201,10.93,12.71,12.46,3.079,2.452,2.241,3.418,1.694
TCGA-E8-A418-01,TCGA,Thyroid Carcinoma,4.319,2.682,11.52,12.38,13.13,5.299,5.38,5.426,4.146,1.488
TCGA-F5-6465-01,TCGA,Rectum Adenocarcinoma,6.034,6.625,11.41,12.17,13.03,7.063,6.902,6.773,8.893,11.04
GTEX-13FLV-0011-R11a-SM-5LZZ7,GTEX,Brain,0.0,1.907,8.183,10.26,8.701,3.41,0.0,3.742,0.0,10.5
GTEX-SNMC-0926-SM-4DM5U,GTEX,Prostate,2.906,2.553,11.72,14.96,12.79,2.553,5.198,2.553,0.0,3.628
TCGA-91-6828-01,TCGA,Lung Adenocarcinoma,4.262,8.382,11.66,13.13,12.79,7.494,7.504,8.429,4.052,9.371
TCGA-2Y-A9H5-01,TCGA,Liver Hepatocellular Carcinoma,5.006,7.16,12.39,13.19,12.16,5.049,6.661,4.662,6.09,11.43
GTEX-ZP4G-1626-SM-57WGD,GTEX,Small Intestine,6.865,13.64,11.73,11.82,12.44,8.336,7.565,4.455,6.341,10.21
TCGA-A4-7287-01,TCGA,Kidney Papillary Cell Carcinoma,4.455,10.53,11.5,13.62,13.27,5.647,6.573,9.738,5.338,6.459
TCGA-PL-A8LZ-01,TCGA,Breast Invasive Carcinoma,7.928,7.732,10.31,11.05,11.33,8.115,7.421,6.465,2.149,3.312
GTEX-131XH-0011-R6a-SM-5KM2G,GTEX,Brain,0.0,1.797,11.25,10.73,9.977,1.162,5.155,3.869,2.236,5.585
TCGA-BR-8060-01,TCGA,Stomach Adenocarcinoma,7.294,7.957,11.19,11.71,9.854,7.655,7.107,10.72,8.304,11.02
TCGA-LL-A5YP-01,TCGA,Breast Invasive Carcinoma,6.736,6.347,9.738,11.65,12.24,6.03,6.105,8.709,4.503,3.764
TCGA-DX-A6B7-01,TCGA,Sarcoma,2.647,0.7294,12.09,9.295,11.3,3.952,2.307,3.952,1.212,2.487
TCGA-K4-A54R-01,TCGA,Bladder Urothelial Carcinoma,3.143,3.403,11.08,13.24,13.03,7.348,7.474,7.702,2.421,0.9036
TCGA-MA-AA3Y-01,TCGA,Cervical & Endocervical Cancer,8.935,7.45,13.02,13.16,11.62,8.067,7.13,9.704,4.075,10.93
GTEX-12WS9-0011-R10a-SM-57WBV,GTEX,Brain,2.499,3.365,9.074,10.04,9.279,0.0,0.0,8.324,0.0,2.036
GTEX-XBED-1926-SM-47JYP,GTEX,Skin,7.339,4.64,14.02,12.95,13.3,5.354,4.294,10.65,4.294,5.098
TCGA-MQ-A4LP-01,TCGA,Mesothelioma,4.492,1.375,11.12,14.01,11.88,2.317,6.348,9.549,2.066,6.874
GTEX-SIU8-0326-SM-2XCDR,GTEX,Nerve,2.812,4.378,12.62,11.19,13.5,2.812,4.547,6.195,0.0,8.806
GTEX-R55E-0726-SM-48FCZ,GTEX,Testis,2.08,7.796,9.286,8.747,11.11,6.203,2.899,3.182,5.674,6.265
TCGA-RD-A8N5-01,TCGA,Stomach Adenocarcinoma,4.364,5.391,12.22,11.63,12.29,5.858,4.882,9.005,7.77,8.666
GTEX-ZVT3-0126-SM-5GU6I,GTEX,Skin,4.59,1.289,12.95,11.75,13.07,4.968,2.76,7.784,1.289,8.149
TCGA-2Z-A9J8-01,TCGA,Kidney Papillary Cell Carcinoma,5.593,2.788,10.67,10.44,13.38,4.786,5.79,2.184,0.0,0.0
GTEX-PLZ5-0826-SM-4E3JR,GTEX,Esophagus,2.282,4.275,12.66,11.52,11.32,4.201,4.412,3.655,0.9754,1.963
TCGA-K4-A5RI-01,TCGA,Bladder Urothelial Carcinoma,3.282,0.0,11.94,10.64,13.7,3.633,3.709,6.311,3.916,10.72
TCGA-XU-A931-01,TCGA,Thymoma,7.708,8.287,14.24,9.285,9.801,5.958,6.466,2.063,6.012,0.0
GTEX-111VG-0326-SM-5GZX7,GTEX,Heart,4.308,6.116,10.79,15.33,12.47,3.697,9.338,7.051,1.438,0.0
TCGA-D3-A2JA-06,TCGA,Skin Cutaneous Melanoma,3.296,4.33,8.354,10.72,10.89,6.636,6.863,6.074,7.722,3.588
GTEX-11I78-2026-SM-5987C,GTEX,Vagina,3.006,2.384,13.14,13.03,13.04,4.998,5.568,1.931,3.439,7.359
TCGA-AC-A2BK-01,TCGA,Breast Invasive Carcinoma,1.008,2.183,12.07,11.51,11.32,3.185,4.145,2.473,1.008,4.408
GTEX-131YS-0011-R10b-SM-5EQ5N,GTEX,Brain,3.206,1.246,9.826,10.78,8.409,4.963,2.974,2.698,1.246,4.235
GTEX-QDVN-0726-SM-4B64L,GTEX,Lung,5.349,5.49,11.34,12.69,11.76,6.935,5.897,10.9,1.033,9.242
TCGA-MK-A4N9-01,TCGA,Thyroid Carcinoma,0.7701,6.501,12.83,14.05,13.73,4.515,5.808,4.423,4.515,4.22
GTEX-ZP4G-0726-SM-4WWF2,GTEX,Uterus,4.167,5.471,12.48,14.17,12.22,3.622,4.824,3.622,0.0,2.734
GTEX-WL46-0526-SM-3LK7W,GTEX,Artery,2.963,3.624,12.39,11.84,12.46,4.817,4.631,7.436,2.467,5.081
GTEX-12ZZZ-1226-SM-59HK1,GTEX,Thyroid,4.385,5.748,11.46,15.19,13.02,4.517,4.947,7.651,0.9964,0.9964
TCGA-UT-A88E-01,TCGA,Mesothelioma,6.33,1.26,14.06,11.97,13.04,3.967,5.219,6.056,1.922,9.093
TCGA-AJ-A6NU-01,TCGA,Uterine Corpus Endometrioid Carcinoma,8.279,7.486,12.11,12.96,15.91,6.137,5.602,5.168,2.15,7.19
TCGA-CV-7242-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.091,8.466,16.16,12.95,13.26,7.486,7.536,6.977,4.744,12.88
GTEX-11GS4-3026-SM-5A5LG,GTEX,Pituitary,2.069,4.215,9.005,11.14,10.53,3.943,7.694,5.871,1.377,3.784
TCGA-CN-6010-01,TCGA,Head & Neck Squamous Cell Carcinoma,4.013,7.524,13.79,11.17,12.48,5.849,6.785,9.967,3.353,11.68
TCGA-34-5929-01,TCGA,Lung Squamous Cell Carcinoma,6.772,5.105,13.22,13.62,12.96,6.336,6.076,7.628,2.659,13.38
GTEX-XV7Q-0126-SM-4BRVK,GTEX,Spleen,6.927,12.81,10.36,13.46,9.56,6.52,7.87,6.199,4.047,3.03
TCGA-AC-A7VB-01,TCGA,Breast Invasive Carcinoma,3.188,2.717,7.195,11.98,15.58,2.602,4.411,4.063,1.01,1.822
GTEX-V955-2026-SM-3GAFA,GTEX,Breast,0.0,0.0,12.52,13.96,9.767,4.094,3.392,5.663,0.0,2.612
TCGA-N9-A4Q8-01,TCGA,Uterine Carcinosarcoma,8.427,2.284,10.49,14.38,13.16,2.767,3.985,7.113,3.657,4.673
TCGA-EJ-A7NM-01,TCGA,Prostate Adenocarcinoma,3.463,9.413,11.94,12.32,13.4,6.553,6.772,3.276,1.877,1.588
TCGA-BP-4355-01,TCGA,Kidney Clear Cell Carcinoma,2.595,5.123,12.17,17.89,11.48,3.945,5.092,7.423,0.7823,0.7823
TCGA-VP-A87E-01,TCGA,Prostate Adenocarcinoma,5.817,7.295,11.39,12.9,13.46,7.356,6.948,11.21,2.947,3.672
GTEX-XV7Q-2126-SM-4BRVX,GTEX,Colon,5.345,8.808,10.41,12.67,12.64,7.202,6.876,4.543,5.107,9.494
TCGA-BP-5173-01,TCGA,Kidney Clear Cell Carcinoma,4.427,4.922,14.87,15.98,12.31,5.029,8.039,5.433,1.742,0.0
GTEX-1399R-2626-SM-5KLZ7,GTEX,Adipose,1.238,3.57,11.63,11.62,10.01,3.57,4.746,10.97,1.895,3.195
TCGA-58-A46L-01,TCGA,Lung Squamous Cell Carcinoma,7.127,8.271,16.79,13.84,12.6,7.538,7.431,6.047,4.118,10.37
GTEX-148VJ-0626-SM-5LUAW,GTEX,Skin,2.668,2.193,14.27,12.85,12.3,0.0,2.193,5.967,0.0,5.905
GTEX-13PVQ-1526-SM-5IFEQ,GTEX,Liver,4.444,8.269,13.03,15.6,11.24,5.007,5.339,8.574,3.958,11.0
TCGA-52-7809-01,TCGA,Lung Squamous Cell Carcinoma,5.231,8.187,12.12,11.73,11.59,6.11,6.838,9.039,5.736,9.098
GTEX-R53T-1026-SM-48FCO,GTEX,Esophagus,1.213,3.155,12.38,12.08,11.65,2.648,4.841,7.287,1.213,4.906
GTEX-146FR-1526-SM-5SIB8,GTEX,Adrenal Gland,4.57,3.825,11.85,11.97,9.699,2.805,3.943,4.895,0.0,3.943
TCGA-DX-A6B8-01,TCGA,Sarcoma,0.939,0.939,12.27,12.22,7.105,2.701,1.503,3.016,4.687,3.791
TCGA-WE-A8ZQ-06,TCGA,Skin Cutaneous Melanoma,2.454,0.0,11.49,14.89,11.07,1.318,1.696,4.403,2.454,0.0
TCGA-TT-A6YJ-01,TCGA,Pheochromocytoma & Paraganglioma,2.697,0.0,4.829,10.04,7.715,0.0,0.6866,3.581,0.0,0.0
TCGA-CV-7238-11,TCGA,Head & Neck Squamous Cell Carcinoma,6.112,4.326,12.86,11.01,13.03,3.969,5.235,8.758,3.397,6.487
TARGET-51-PAJLWU-01,TARGET,Clear Cell Sarcoma Of The Kidney,3.097,3.893,15.49,12.37,10.75,5.324,5.181,2.257,1.176,2.257
TCGA-BC-A10W-11,TCGA,Liver Hepatocellular Carcinoma,3.178,4.307,12.92,12.67,12.1,5.054,6.09,6.09,6.569,10.4
TARGET-20-PASWAJ-09,TARGET,Acute Myeloid Leukemia,6.852,5.935,0.0,9.49,6.186,3.283,3.866,1.967,2.77,0.0
GTEX-ZXG5-1626-SM-59HJK,GTEX,Adipose,4.747,8.177,12.14,13.15,10.27,4.886,6.568,7.962,1.239,6.08
TCGA-44-6776-11,TCGA,Lung Adenocarcinoma,4.566,5.195,12.79,13.28,12.4,5.663,4.275,9.368,0.0,10.87
GTEX-13VXU-0011-R3b-SM-5O9CU,GTEX,Brain,3.747,2.134,9.637,10.33,8.634,3.327,1.09,3.863,1.09,3.747
GTEX-11I78-2226-SM-5PNYA,GTEX,Breast,4.648,2.811,12.79,13.19,11.96,5.166,4.502,7.342,0.0,5.117
TCGA-5C-A9VH-01,TCGA,Liver Hepatocellular Carcinoma,1.049,1.65,12.71,12.37,11.59,4.34,5.953,3.085,7.62,10.59
GTEX-131XG-2026-SM-5GCN5,GTEX,Uterus,1.122,3.207,11.56,13.53,11.58,3.207,2.783,3.011,0.0,4.127
